business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity
OPERATIONAL,"{'location': {'lat': 34.1139035, 'lng': -117.6465355}, 'viewport': {'northeast': {'lat': 34.11525332989272, 'lng': -117.6450993201073}, 'southwest': {'lat': 34.11255367010727, 'lng': -117.6477989798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,M L Engineering,,,ChIJG3IgoTUxw4AREyF-FmvS_Qo,"{'compound_code': '4973+H9 Upland, California', 'global_code': '85644973+H9'}",3.0,ChIJG3IgoTUxw4AREyF-FmvS_Qo,GOOGLE,"['point_of_interest', 'establishment']",2,"1391 N 3rd Ave, Upland"
OPERATIONAL,"{'location': {'lat': 34.1486178, 'lng': -117.8559465}, 'viewport': {'northeast': {'lat': 34.14986432989272, 'lng': -117.8546265701073}, 'southwest': {'lat': 34.14716467010727, 'lng': -117.8573262298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patrell Engineering Group Inc,,,ChIJNbrIIUImw4ARG_lFYtHx-jw,"{'compound_code': '44XV+FH Glendora, California', 'global_code': '856444XV+FH'}",4.7,ChIJNbrIIUImw4ARG_lFYtHx-jw,GOOGLE,"['point_of_interest', 'establishment']",3,"751 Sunny Grove Ln, Glendora"
OPERATIONAL,"{'location': {'lat': 34.0135554, 'lng': -117.6877717}, 'viewport': {'northeast': {'lat': 34.01490522989271, 'lng': -117.6864484201073}, 'southwest': {'lat': 34.01220557010727, 'lng': -117.6891480798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"KEC Engineers, Inc.",{'open_now': True},,ChIJgUCzHyczw4ARi1Kaqzr-KZc,"{'compound_code': '2876+CW Chino, California', 'global_code': '85642876+CW'}",5.0,ChIJgUCzHyczw4ARi1Kaqzr-KZc,GOOGLE,"['point_of_interest', 'establishment']",1,"13201 9th St, Chino"
OPERATIONAL,"{'location': {'lat': 33.8528984, 'lng': -117.8793418}, 'viewport': {'northeast': {'lat': 33.85397667989272, 'lng': -117.8779735201073}, 'southwest': {'lat': 33.85127702010728, 'lng': -117.8806731798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Power One Engineering, Inc",,,ChIJU4FpV3zZ3IAR5eT0a03lYJE,"{'compound_code': 'V43C+58 Anaheim, California', 'global_code': '8554V43C+58'}",5.0,ChIJU4FpV3zZ3IAR5eT0a03lYJE,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",5,"2550 E Miraloma Way #200, Anaheim"
OPERATIONAL,"{'location': {'lat': 34.0693326, 'lng': -117.59123}, 'viewport': {'northeast': {'lat': 34.07071687989271, 'lng': -117.5898798701073}, 'southwest': {'lat': 34.06801722010727, 'lng': -117.5925795298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fuscoe Engineering,,,ChIJGcfDBaw1w4ARn76cCnH6tgE,"{'compound_code': '3C95+PG Ontario, California', 'global_code': '85643C95+PG'}",5.0,ChIJGcfDBaw1w4ARn76cCnH6tgE,GOOGLE,"['point_of_interest', 'establishment']",2,"2850 Inland Empire Blvd, Ontario"
OPERATIONAL,"{'location': {'lat': 33.877648, 'lng': -117.5437849}, 'viewport': {'northeast': {'lat': 33.87899727989273, 'lng': -117.5425800201073}, 'southwest': {'lat': 33.87629762010729, 'lng': -117.5452796798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,EBS General Engineering Inc.,{'open_now': True},,ChIJjSuL3-S33IAR4kVcFalWphE,"{'compound_code': 'VFH4+4F Corona, California', 'global_code': '8554VFH4+4F'}",3.4,ChIJjSuL3-S33IAR4kVcFalWphE,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",5,"1345 Quarry St ste 101, Corona"
OPERATIONAL,"{'location': {'lat': 34.0926737, 'lng': -117.5750834}, 'viewport': {'northeast': {'lat': 34.09406342989272, 'lng': -117.5737340201073}, 'southwest': {'lat': 34.09136377010728, 'lng': -117.5764336798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,United Engineering Group,{'open_now': True},,ChIJ1-xVuZ81w4ARAQq2uR0i9uw,"{'compound_code': '3CVF+2X Rancho Cucamonga, California', 'global_code': '85643CVF+2X'}",5.0,ChIJ1-xVuZ81w4ARAQq2uR0i9uw,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",1,"8885 Haven Ave #195, Rancho Cucamonga"
OPERATIONAL,"{'location': {'lat': 33.9094376, 'lng': -117.8556914}, 'viewport': {'northeast': {'lat': 33.91071177989271, 'lng': -117.8544189701073}, 'southwest': {'lat': 33.90801212010727, 'lng': -117.8571186298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Infrastructure Engineers,{'open_now': True},,ChIJVVWFdl3U3IARIusneHIoE4k,"{'compound_code': 'W45V+QP Brea, California', 'global_code': '8554W45V+QP'}",4.7,ChIJVVWFdl3U3IARIusneHIoE4k,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",29,"3060 Saturn St, Brea"
OPERATIONAL,"{'location': {'lat': 33.8525303, 'lng': -117.856863}, 'viewport': {'northeast': {'lat': 33.85379217989271, 'lng': -117.8554272701073}, 'southwest': {'lat': 33.85109252010727, 'lng': -117.8581269298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ACC & Engineering - American Construction Company,{'open_now': True},"[{'height': 3888, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102736466188380180860"">A Google User</a>'], 'photo_reference': 'AWU5eFh7u0_lx1gtipZKoZvKbPbtlsh1WVm0UZ95A2QV4RNoVOJqUxHAykMk5eExbyqVzcyKl5KDpbNv8KGlb5cgSXyvYSMUOQpy_zZOHPET9n7OSgWO0fOgPFAihrzvQOH4FP9pQhITpU7Oxl72CrVu6PKPv6ecm5dF_Blgd5pCArntXtRh', 'width': 5184}]",ChIJmU0zBw7X3IARIr1-vzmP_nA,"{'compound_code': 'V43V+27 Anaheim, California', 'global_code': '8554V43V+27'}",5.0,ChIJmU0zBw7X3IARIr1-vzmP_nA,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",58,"1130 N Kraemer Blvd # I, Anaheim"
OPERATIONAL,"{'location': {'lat': 34.0923135, 'lng': -117.8820158}, 'viewport': {'northeast': {'lat': 34.09370072989272, 'lng': -117.8803326201073}, 'southwest': {'lat': 34.09100107010727, 'lng': -117.8830322798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Los Angeles Engineering Inc,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106329779552393293072"">Sergio Bernal</a>'], 'photo_reference': 'AWU5eFgkPjxQoz9t5aJ9d9z1f7GeBLMP-YUiLHcIJA0fP67oecVO-aMQ-TTW1UyfH0AXQ6onXeQMJJtqO6tKKhK7UkyifeCop0rOW1FBzHJSgFzhzGuBZU6isHtDTg6Cg18B6PJal3ocwqhNfwopm0STMybu1mAD_-ioThiRb4xFSC1iTzII', 'width': 3024}]",ChIJCYUokl4ow4ARpcr3pF-lx04,"{'compound_code': '34R9+W5 Covina, California', 'global_code': '856434R9+W5'}",4.8,ChIJCYUokl4ow4ARpcr3pF-lx04,GOOGLE,"['point_of_interest', 'establishment']",16,"633 N Barranca Ave, Covina"
OPERATIONAL,"{'location': {'lat': 33.9671973, 'lng': -117.8487175}, 'viewport': {'northeast': {'lat': 33.96856587989272, 'lng': -117.8474604201073}, 'southwest': {'lat': 33.96586622010727, 'lng': -117.8501600798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sam Engineering,{'open_now': True},"[{'height': 2269, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118084853129309656292"">A Google User</a>'], 'photo_reference': 'AWU5eFhD0Le170dl2kjIWi2suonMbPdLu-5Fn3EyP-weeTK1SFkmMSD8laBSPrvYtlc2_wf66osVnVQLwXfdiWAOJ0Gv3gPjsyfNbOg7sFR54jK0zBhhTaZ-sHfF1Din4FeJGps-tCdfljWcjj3oFOLt5e1__tibVmWPa8-EHlmX4gGGq6WM', 'width': 4032}]",ChIJLat0f0krw4ARTgEAIgF_1Cg,"{'compound_code': 'X582+VG Diamond Bar, California', 'global_code': '8554X582+VG'}",5.0,ChIJLat0f0krw4ARTgEAIgF_1Cg,GOOGLE,"['real_estate_agency', 'point_of_interest', 'establishment']",11,"3333 S Brea Canyon Rd STE 104, Diamond Bar"
OPERATIONAL,"{'location': {'lat': 34.0040791, 'lng': -117.680148}, 'viewport': {'northeast': {'lat': 34.00542827989272, 'lng': -117.6788367701073}, 'southwest': {'lat': 34.00272862010728, 'lng': -117.6815364298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Koury Engineering,{'open_now': True},"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117527141937508485223"">A Google User</a>'], 'photo_reference': 'AWU5eFgrkAI1jEgadRfnMy3wPWNxoW0ODUBfMIlZNxYpQ_4AYgDo60sLQAfed5Ac1P8ocxaaJc-YKYOpduoJeHeXXSN8vWmskae-WuDiPTXAOlaCCMYp5YtW4BpROf_5CkIp7eVnp25jgiuQKuBNAFCTwHEC_zpMDVsD37Op_znrSO_4_yk', 'width': 4032}]",ChIJg73eaaTM3IARyCkfU0aGmcg,"{'compound_code': '2839+JW Chino, California', 'global_code': '85642839+JW'}",4.4,ChIJg73eaaTM3IARyCkfU0aGmcg,GOOGLE,"['point_of_interest', 'establishment']",17,"5711 Schaefer Ave, Chino"
OPERATIONAL,"{'location': {'lat': 34.036158, 'lng': -117.6093129}, 'viewport': {'northeast': {'lat': 34.03767412989272, 'lng': -117.6077921201073}, 'southwest': {'lat': 34.03497447010728, 'lng': -117.6104917798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bisimoto Engineering,{'open_now': True},"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118167085994409618092"">Hedi K</a>'], 'photo_reference': 'AWU5eFiT2vEAHoThPu2vwZ8Nppa-l6iHgO4_zUikiaY-IwXRYOjk0PfY-rlzruZid2w1Ai2Aw5tOWPa2CL1jcnJPgCffuCJT4BVWbGv4w9cU8cP0oxPrTMz7MAvxv2v_r_-b2uBPoAZjKmsC7XtFIL7vuu8v42v5OZ19ww6KyMRTYTMiDfKD', 'width': 2592}]",ChIJP3A9rsI0w4AR3cVNjP0Jarw,"{'compound_code': '29PR+F7 Ontario, California', 'global_code': '856429PR+F7'}",4.4,ChIJP3A9rsI0w4AR3cVNjP0Jarw,GOOGLE,"['point_of_interest', 'establishment']",68,"2060 S Lynx Pl, Ontario"
OPERATIONAL,"{'location': {'lat': 34.0957986, 'lng': -117.6515975}, 'viewport': {'northeast': {'lat': 34.09703587989272, 'lng': -117.6502825701073}, 'southwest': {'lat': 34.09433622010728, 'lng': -117.6529822298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Andreasen Engineering Inc,{'open_now': True},,ChIJrwrGK-Itw4AR3vYlJo_kRiU,"{'compound_code': '38WX+88 Upland, California', 'global_code': '856438WX+88'}",4.3,ChIJrwrGK-Itw4AR3vYlJo_kRiU,GOOGLE,"['point_of_interest', 'establishment']",8,"195 N Euclid Ave Suite 101, Upland"
OPERATIONAL,"{'location': {'lat': 34.1270387, 'lng': -117.8233495}, 'viewport': {'northeast': {'lat': 34.12832852989272, 'lng': -117.8221338201073}, 'southwest': {'lat': 34.12562887010728, 'lng': -117.8248334798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PBS Engineers,,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101026296084553328438"">Charles Cruz</a>'], 'photo_reference': 'AWU5eFjT57vaSuHXWxcbifJROKt3YkqnKAal5KvvvIDmWZiHXjyuIbLFEGh5XBa2jOH-ATA-ATX5mW7qrdJY4DcrbtZji-yf4dGf5Rj9LVU1Tav8QhSgGW0mCeRGscnCtNdThFui7DEqCSOo6H5Zhj81KKGDXDWsIQCsqVrsmu0-V52X4WrN', 'width': 4032}]",ChIJ2yG07lYvw4ARP1vUT_yn4TA,"{'compound_code': '45GG+PH Glendora, California', 'global_code': '856445GG+PH'}",4.9,ChIJ2yG07lYvw4ARP1vUT_yn4TA,GOOGLE,"['point_of_interest', 'establishment']",9,"2100 E Rte 66, Glendora"
OPERATIONAL,"{'location': {'lat': 33.8826592, 'lng': -117.5357348}, 'viewport': {'northeast': {'lat': 33.88394812989272, 'lng': -117.5345021701073}, 'southwest': {'lat': 33.88124847010727, 'lng': -117.5372018298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,K & B Engineering,{'open_now': True},"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114485811107918889126"">cecilia joy</a>'], 'photo_reference': 'AWU5eFhMWRM5YrW91uaCEASSRa_ulRzJByMk5YgetmPs5MVs5ThnH9XIUXFCfpEBB1Zda3CCCZ-DAUw4n2J6y-F_fn2rT0Ye1YDjojnlq29SmHSa_yjvTsyCCogybgSMB7XMYOqPvRXBb98Sym4ZwIX2HASzYOB4HwyzNqaNb_vWTaZlIUFI', 'width': 1440}]",ChIJowmXw--33IARI2xcH5ZMCzo,"{'compound_code': 'VFM7+3G Corona, California', 'global_code': '8554VFM7+3G'}",3.9,ChIJowmXw--33IARI2xcH5ZMCzo,GOOGLE,"['point_of_interest', 'establishment']",14,"290 Corporate Terrace Cir # 20, Corona"
OPERATIONAL,"{'location': {'lat': 33.9752269, 'lng': -117.485044}, 'viewport': {'northeast': {'lat': 33.97647757989272, 'lng': -117.4836804201072}, 'southwest': {'lat': 33.97377792010727, 'lng': -117.4863800798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,McPherson Engineering,{'open_now': True},"[{'height': 492, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106200831459165791484"">McPherson Engineering</a>'], 'photo_reference': 'AWU5eFggCkiMSKPKklJHEvDk6lo6-pHzmcOpXCU_uQfmBtY2OGhDsGY1uoEh6OUShBxDrsIKC8pzeCemcnPEXufyPjp6dd14T919Y9vCnwIuTgh1mPhvntfC9gnk01vyS1AOngFWGC8KNmd41B5G9y3gQ8sRy9RGYnrnFPxNUYvByRJygUPq', 'width': 749}]",ChIJ73LvH9s1w4ARdUKboknf6Bg,"{'compound_code': 'XGG7+3X Jurupa Valley, California', 'global_code': '8554XGG7+3X'}",5.0,ChIJ73LvH9s1w4ARdUKboknf6Bg,GOOGLE,"['point_of_interest', 'establishment']",6,"9240 Limonite Ave, Jurupa Valley"
OPERATIONAL,"{'location': {'lat': 33.8543121, 'lng': -117.5370168}, 'viewport': {'northeast': {'lat': 33.85554052989272, 'lng': -117.5356247701073}, 'southwest': {'lat': 33.85284087010728, 'lng': -117.5383244298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Inland Engineering Services,{'open_now': True},"[{'height': 404, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101302331883542604063"">101302331883542604063</a>'], 'photo_reference': 'AWU5eFj9g_-slRXwiVMKORpxfiMN0fGnnwxgcu4uDnXQ3nM2elbwL8I6wSticynTUXrM7Cq1XJZDn3BBsKSnpreNuB9PAi5PTN-nJYyMayCqLJt1mlqVa_Q-7YXr-trjxoTY9UDdaVM-JMteUwxyvkONbtthmuWDieahNziNjA4KopO_-TxI', 'width': 514}]",ChIJ0cRT1eC43IAR1TARHf26a1o,"{'compound_code': 'VF37+P5 Corona, California', 'global_code': '8554VF37+P5'}",4.5,ChIJ0cRT1eC43IAR1TARHf26a1o,GOOGLE,"['point_of_interest', 'establishment']",6,"1373 Old Temescal Rd, Corona"
OPERATIONAL,"{'location': {'lat': 33.8592263, 'lng': -117.839381}, 'viewport': {'northeast': {'lat': 33.86061427989272, 'lng': -117.8379853701072}, 'southwest': {'lat': 33.85791462010727, 'lng': -117.8406850298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pool Engineering,{'open_now': True},"[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105946621327706745744"">alfred Manning</a>'], 'photo_reference': 'AWU5eFjgJ3-Pjb9p43wTKPOXjkaljTh_1KTSrOZv6yjkhKpRwjicxGyZ_NNff-PM4PXvJ86_j6vJuHJWA8zL89B2qqf4bLkxOY4AXgFZAg6C3CDmGV7XY_2CImts5yTWzh2NEAsphpaMwUmfzfAyxjhg6S4OKsbVb5On0mAZPaFlA3jKQp-b', 'width': 3968}]",ChIJ5xLrxLfW3IARJW505z3d7O0,"{'compound_code': 'V556+M6 Anaheim, California', 'global_code': '8554V556+M6'}",4.7,ChIJ5xLrxLfW3IARJW505z3d7O0,GOOGLE,"['point_of_interest', 'establishment']",21,"1201 N Tustin Ave, Anaheim"
OPERATIONAL,"{'location': {'lat': 33.8872383, 'lng': -117.5619414}, 'viewport': {'northeast': {'lat': 33.88855887989272, 'lng': -117.5604220701073}, 'southwest': {'lat': 33.88585922010728, 'lng': -117.5631217298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Goss Engineering, Inc",{'open_now': True},,ChIJj30rYRHI3IARR3hvfGUnO3c,"{'compound_code': 'VCPQ+V6 Corona, California', 'global_code': '8554VCPQ+V6'}",4.8,ChIJj30rYRHI3IARR3hvfGUnO3c,GOOGLE,"['point_of_interest', 'establishment']",5,"255 E Rincon St STE 301, Corona"
OPERATIONAL,"{'location': {'lat': 34.0103004, 'lng': -117.6801439}, 'viewport': {'northeast': {'lat': 34.01163467989272, 'lng': -117.6788135701073}, 'southwest': {'lat': 34.00893502010728, 'lng': -117.6815132298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Transtech Engineers,{'open_now': True},"[{'height': 4048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100339144136498218020"">Tori McQuiston</a>'], 'photo_reference': 'AWU5eFjuEglIPPga8npjlK_Gqn-Rod0KNGYJ4Xixg_6338fSlujUCOCITKYjEaTWYr2P9WODt1LBx340IO-SdioBCD6spla-jWPTXVhH300EiHyj5Mcq-Hft6mBELDT15CPu0SA0u-Jwv_bQbGG8nWNy3WNtbgI6EwN3DfDwdMZ_rrwjb8ax', 'width': 3036}]",ChIJLfapgJwrw4ARrmVoJj3C4lQ,"{'compound_code': '2869+4W Chino, California', 'global_code': '85642869+4W'}",4.8,ChIJLfapgJwrw4ARrmVoJj3C4lQ,GOOGLE,"['point_of_interest', 'establishment']",5,"13367 Benson Ave, Chino"
OPERATIONAL,"{'location': {'lat': 33.879101, 'lng': -117.5669649}, 'viewport': {'northeast': {'lat': 33.88051382989272, 'lng': -117.5655644701073}, 'southwest': {'lat': 33.87781417010728, 'lng': -117.5682641298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Proactive Engineering & Surveying Consultants - Land Development Team,{'open_now': True},"[{'height': 297, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114321771397897566475"">Proactive Engineering Consultants</a>'], 'photo_reference': 'AWU5eFguChTjVDF4_kJRgthRBYODWJFjFpaR4ZEAoCHsW8RcWiZylv0KKhpmJNB3Hc1zHtiuuN7xxY-_-3OuDUZud7v0_Dk4V2Yjc5Mf24lJ9ttPNNBn_ypmre8zGMBxVfl8GjCcEkvX2bHs1CvfAhC1omtTPIP_Z_NaBtRDSy6BhIwUn7Vh', 'width': 800}]",ChIJVcrM6A243IARIcGyloI06zA,"{'compound_code': 'VCHM+P6 Corona, California', 'global_code': '8554VCHM+P6'}",4.7,ChIJVcrM6A243IARIcGyloI06zA,GOOGLE,"['general_contractor', 'point_of_interest', 'establishment']",6,"200 S Main St STE 300, Corona"
OPERATIONAL,"{'location': {'lat': 34.0928976, 'lng': -117.7040969}, 'viewport': {'northeast': {'lat': 34.09421882989272, 'lng': -117.7026774701073}, 'southwest': {'lat': 34.09151917010728, 'lng': -117.7053771298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Apollo Structural,{'open_now': True},"[{'height': 1522, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110809259105078021010"">A Google User</a>'], 'photo_reference': 'AWU5eFiCHKGgLf0wK7FI4SItfmlapRixf3FPhNETu1K6Q1sh8dFw6iZbi2iPvvRotUW4hzl-dVEC2HDd3GnYt0w0qU8v8-_RUKsTWeXSnAH1sOUVr7o83lzyVxteV8yIFjDAZfHKNVmxPTXU6D9dVHiNHJzAXgu36st9YuFISROt4vCHrqgh', 'width': 1903}]",ChIJ8WUNf5sxw4ARFBad8_Cu7Ks,"{'compound_code': '37VW+59 Montclair, California', 'global_code': '856437VW+59'}",5.0,ChIJ8WUNf5sxw4ARFBad8_Cu7Ks,GOOGLE,"['point_of_interest', 'establishment']",11,"4650 E Arrow Hwy A7, Montclair"
OPERATIONAL,"{'location': {'lat': 33.8556976, 'lng': -117.8626098}, 'viewport': {'northeast': {'lat': 33.85720297989272, 'lng': -117.8614928201073}, 'southwest': {'lat': 33.85450332010728, 'lng': -117.8641924798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Weistec Engineering,{'open_now': True},"[{'height': 9000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118195693616875619958"">Damon Fleming</a>'], 'photo_reference': 'AWU5eFiE0O4-_Ow91bV6TVRTZyHkmRSxiID7fQdELawfwWaHfdO4gR-v6fDvJP6hABo728JEv5njA1e_wgUaMx9Rvr8-WW2aD48ggAtEtsVCa8X891f8GcF8UwkUhE6yObXUBKpd5NrvBaPxxG8hv09XW21QIKa5UIeV6cXkWHY9tQoIBw35', 'width': 12000}]",ChIJf8ch20TZ3IARqmy_n0QeNXM,"{'compound_code': 'V44P+7X Anaheim, California', 'global_code': '8554V44P+7X'}",4.3,ChIJf8ch20TZ3IARqmy_n0QeNXM,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",87,"1266 N La Loma Cir, Anaheim"
OPERATIONAL,"{'location': {'lat': 33.8785275, 'lng': -117.5891726}, 'viewport': {'northeast': {'lat': 33.87988062989272, 'lng': -117.5878603701073}, 'southwest': {'lat': 33.87718097010728, 'lng': -117.5905600298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Advanced Professional Engineering Consultants, Inc.",{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114772976417707537631"">Advanced Professional Engrng</a>'], 'photo_reference': 'AWU5eFiIEhAEQPANPFHiIpSIb9keNJ_qeyTb_ygJWx6ZigeOGFjHoUttuidTaX7VrjL3mNjT9tK1cy70RYdhgxbxKs1uBVZwcy4ezjhr34tAXKHkjHufAFvIbW6WrAbAIkjvaGAAXgMeShYPAHfDVD9puKGDlERoXYDtykNxtQ1G8erK9WwW', 'width': 2048}]",ChIJU11JthjI3IARa0o_AMBK7AY,"{'compound_code': 'VCH6+C8 Corona, California', 'global_code': '8554VCH6+C8'}",4.0,ChIJU11JthjI3IARa0o_AMBK7AY,GOOGLE,"['point_of_interest', 'establishment']",8,"1307 W 6th St # 214, Corona"
OPERATIONAL,"{'location': {'lat': 34.0377036, 'lng': -117.5100016}, 'viewport': {'northeast': {'lat': 34.03889472989272, 'lng': -117.5086514201073}, 'southwest': {'lat': 34.03619507010728, 'lng': -117.5113510798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aqua-Serv Engineers Inc,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103980870497362614238"">Rafael Garcia</a>'], 'photo_reference': 'AWU5eFh6nta4KkR0ktgfDGvx2X_ropLt-kMEVPOznKQtrOdqwDyEpDrko5ss-SDvLzsWvubk_c1UslMGyWtbxdGVpkBLJ8aClcxY6QwhWeuM8Bp19GnXPN4V9-g6pz5MPUoXw06SYeAagunZ5A_m_wZQpoLwAUvfXU-_-XjfFF6hRm3Xa7se', 'width': 4032}]",ChIJl675JCy13IARzCKtJraoJ6I,"{'compound_code': '2FQQ+3X Fontana, California', 'global_code': '85642FQQ+3X'}",4.0,ChIJl675JCy13IARzCKtJraoJ6I,GOOGLE,"['point_of_interest', 'establishment']",8,"13560 Colombard Ct, Fontana"
